ID	Date	Time	NestID	BaitID	ColorInd	Observer	Distance	DirectionToNest	Flightdirection	FlightError	Flighttime	Flighttime_min	Cloudcoverage	Rain	Windspeed	Winddirection	Temperature	Winddifference	Wind		
225	9/11/2022	15:49	33	Hof Ter Mere	Blue	Researcher	78	113	130	17	0:02:22	2.367	0.25	0	3	180	13.0	50	perpendicular		
226	9/11/2022	15:51	33	Hof Ter Mere	Yellow	Researcher	78	113	130	17	0:02:47	2.783	0.25	0	3	180	13.0	50	perpendicular		
227	9/11/2022	15:51	33	Hof Ter Mere	Pink	Researcher	78	113	130	17	0:01:39	1.650	0.25	0	3	180	13.0	50	perpendicular		
228	9/11/2022	15:57	33	Hof Ter Mere	Blue	Researcher	78	113	130	17	0:03:44	3.733	0.25	0	3	180	13.0	50	perpendicular		
229	9/11/2022	15:58	33	Hof Ter Mere	Pink	Researcher	78	113	130	17	0:02:30	2.500	0.25	0	3	180	13.0	50	perpendicular		
230	9/11/2022	16:01	33	Hof Ter Mere	Yellow	Researcher	78	113	130	17	0:04:04	4.067	0.25	0	3	180	13.0	50	perpendicular		
231	9/11/2022	16:06	33	Hof Ter Mere	Blue	Researcher	78	113	130	17	0:02:28	2.467	0.25	0	3	180	13.0	50	perpendicular		
232	9/11/2022	16:06	33	Hof Ter Mere	Pink	Researcher	78	113	130	17	0:01:54	1.900	0.25	0	3	180	13.0	50	perpendicular		
233	9/11/2022	16:14	33	Hof Ter Mere	Pink	Researcher	78	113	130	17	0:02:25	2.417	0.25	0	3	180	13.0	50	perpendicular		
234	9/11/2022	16:11	33	Hof Ter Mere	Yellow	Researcher	78	113	130	17	0:03:20	3.333	0.25	0	3	180	14.0	50	perpendicular		
235	23/10/2022		34	1	A	Volunteer	980	252.8	277	24.2	0:08:00	8.000									
236	22/10/2022		34	2	B	Volunteer	700	336	350	14	0:07:00	7.000									
237	22/10/2022		34	2	C	Volunteer	700	336	334	2	0:10:00	10.000									
238	24/10/2022		35	1	Blue	Volunteer	684	204.4	208	3.6											
239	24/10/2022		35	2	A	Volunteer	562	171.1	167	4.1	0:05:00	5.000									
240	28/07/2022	10:20	36	1	Yellow	Volunteer	439	163	170	7	0:04:30	4.500									
241	28/07/2022	11:00	36	2	Blue	Volunteer	412	94.3	90	4.3											
242	19/10/2022	14:18	37	1	Red	Volunteer	691	171.6	160	11.6	0:06:20	6.333					20.0				
243	19/10/2022	14:24	37	1	Blue	Volunteer	691	171.6	150	21.6	0:06:30	6.500					20.0				
244	20/10/2022	14:28	37	2	Green	Volunteer	412	178.5	150	28.5	0:04:00	4.000									
245	3/11/2022	11:50	38	Azaleapark	Unmarked	Researcher	130	293	293	0	0:08:03	8.050	0.80	0	3	180	14.0	113	perpendicular		
246	3/11/2022	12:05	38	Azaleapark	Unmarked	Researcher	130	293	293	0	0:04:59	4.983	0.80	0	3	180	14.0	113	perpendicular		
247	3/11/2022	12:10	38	Azaleapark	Unmarked	Researcher	130	293	293	0	0:04:38	4.633	0.50	0	3	180	14.0	113	perpendicular		
248	3/11/2022	12:15	38	Azaleapark	Unmarked	Researcher	130	293	293	0	0:01:40	1.667	0.50	0	3	180	14.0	113	perpendicular		
249	3/11/2022	12:20	38	Azaleapark	Unmarked	Researcher	130	293	293	0	0:02:03	2.050	0.25	0	3	180	14.0	113	perpendicular		
250	3/11/2022	12:30	38	Azaleapark	Blue	Researcher	130	293	293	0	0:10:20	10.333	0.25	0	3	180	14.0	113	perpendicular		
251	3/11/2022	12:49	38	Azaleapark	Blue	Researcher	130	293	293	0	0:12:20	12.333	0.60	0	3	180	14.0	113	perpendicular		
252	3/11/2022	12:56	38	Azaleapark	Blue	Researcher	130	293	293	0	0:06:20	6.333	0.60	0	3	180	15.0	113	perpendicular		
253	3/11/2022	13:04	38	Azaleapark	Blue	Researcher	130	293	293	0	0:03:53	3.883	0.80	0	3	180	15.0	113	perpendicular		
254	3/11/2022	13:09	38	Azaleapark	Blue	Researcher	130	293	293	0	0:04:18	4.300	1.00	0	3	180	15.0	113	perpendicular		
255	3/11/2022	13:16	38	Azaleapark	Blue	Researcher	130	293	293	0	0:04:45	4.750	1.00	0	3	180	15.0	113	perpendicular		
256	11/11/2022	14:14	38	Azaleapark	Blue	Researcher	130	293	293	0	0:04:40	4.667	0.80	0	1	210	13.0	83	perpendicular		
257	11/11/2022	14:18	38	Azaleapark	Blue	Researcher	130	293	293	0	0:02:12	2.200	0.80	0	1	210	13.0	83	perpendicular		
258	11/11/2022	14:23	38	Azaleapark	Pink	Researcher	130	293	293	0	0:01:35	1.583	0.80	0	1	210	13.0	83	perpendicular		
259	11/11/2022	14:26	38	Azaleapark	Blue	Researcher	130	293	293	0	0:05:30	5.500	0.80	0	1	210	13.0	83	perpendicular		
260	11/11/2022	14:33	38	Azaleapark	Blue	Researcher	130	293	293	0	0:04:27	4.450	0.80	0	1	210	13.0	83	perpendicular		
261	11/11/2022	14:36	38	Azaleapark	Pink	Researcher	130	293	293	0	0:01:44	1.733	0.80	0	1	210	13.0	83	perpendicular		
262	11/11/2022	14:37	38	Azaleapark	Blue	Researcher	130	293	293	0	0:02:44	2.733	0.80	0	1	210	13.0	83	perpendicular		
263	11/11/2022	14:40	38	Azaleapark	Blue	Researcher	130	293	293	0	0:01:35	1.583	0.80	0	1	210	13.0	83	perpendicular		
264	11/11/2022	14:45	38	Azaleapark	Blue	Researcher	130	293	293	0	0:01:40	1.667	0.80	0	1	210	13.0	83	perpendicular		
265	11/11/2022	14:48	38	Azaleapark	Blue	Researcher	130	293	293	0	0:01:20	1.333	0.80	0	1	210	13.0	83	perpendicular		
266	18/11/2022	11:52	38	Apotheek	Blue	Researcher	53	3	10	7	0:08:43	8.717	1.00	1	2	210	9.0	160	upwind		
267	18/11/2022	12:02	38	Apotheek	Blue	Researcher	53	3	10	7	0:02:07	2.117	1.00	1	2	210	9.0	160	upwind		
268	18/11/2022	12:08	38	Apotheek	Blue	Researcher	53	3	10	7	0:03:48	3.800	1.00	1	2	210	9.0	160	upwind		
269	17/11/2022	16:31	39	Apotheek	Red	Researcher	33	23	20	3	0:02:22	2.367	0.30	0	2.5	210	10.0	170	upwind		
270	17/11/2022	16:37	39	Apotheek	Red	Researcher	33	23	20	3	0:05:57	5.950	0.30	0	2.5	210	10.0	170	upwind		
271	17/11/2022	16:40	39	Apotheek	Red	Researcher	33	23	20	3	0:02:30	2.500	0.30	0	2.5	210	10.0	170	upwind		
272	17/11/2022	16:44	39	Apotheek	Red	Researcher	33	23	20	3	0:01:42	1.700	0.30	0	2.5	210	10.0	170	upwind		
273	17/11/2022	16:51	39	Apotheek	Red	Researcher	33	23	20	3	0:05:31	5.517	0.30	0	2.5	210	10.0	170	upwind		
274	18/11/2022	11:15	39	Apotheek	Red	Researcher	33	23	20	3	0:03:15	3.250	1.00	1	2	210	9.0	170	upwind		
275	18/11/2022	11:23	39	Apotheek	Red	Researcher	33	23	20	3	0:02:49	2.817	1.00	1	2	210	9.0	170	upwind		
276	18/11/2022	11:27	39	Apotheek	Red	Researcher	33	23	20	3	0:02:18	2.300	1.00	1	2	210	9.0	170	upwind		
277	18/11/2022	11:30	39	Apotheek	Red	Researcher	33	23	20	3	0:03:35	3.583	1.00	1	2	210	9.0	170	upwind		
278	18/11/2022	11:34	39	Apotheek	Red	Researcher	33	23	20	3	0:04:33	4.550	1.00	1	2	210	9.0	170	upwind		
279	18/11/2022	11:44	39	Apotheek	Red	Researcher	33	23	20	3	0:08:10	8.167	1.00	1	2	210	9.0	170	upwind		
280	1/11/2022	16:10	40	Goorstraat	White	Volunteer	164	25	70	45	0:02:54	2.900									
281	1/11/2022	16:30	40	Goorstraat	White	Volunteer	164	25	70	45	0:02:30	2.500									
282	7/11/2022	12:30	40	Venstraat_tuin	Blue	Volunteer	82	240	250	10	0:03:30	3.500									
283	7/11/2022	14:40	40	Venstraat_tuin	Blue	Volunteer	82	240	200	40	0:03:04	3.067									
284	6/11/2022		40	Venstraat_doodlopend		Volunteer	207	280	300	20											
285	30/10/2022	14:00	40	ImkerBart	Unmarked	Volunteer	248	32	0	32											
286	17/10/2022	14:00	41	Apotheek	Blue	Volunteer	869	13.3	3	10.3	0:06:00	6.000									
287	17/10/2022	14:00	41	Werchtersebaan	Blue	Volunteer	1269	202	212	10	0:09:00	9.000									
